title,company,location,job_type,url,link,source,score,posted_at,posted_text,scraped_on,scraped_time,run_profile,job_window,scraped_at,status,notes
Business Analyst/Data Analyst/Office Executive,Syncretic Engineering,Bhopal,Internship,https://internshala.com/internship/detail/business-analyst-data-analyst-office-executive-internship-in-bhopal-at-syncretic-engineering1773841939,https://internshala.com/internship/detail/business-analyst-data-analyst-office-executive-internship-in-bhopal-at-syncretic-engineering1773841939,Internshala - Internship,6,,5 days ago,2026-03-23,19:50:28,hourly,24h,2026-03-23 19:59,,
Junior Data Analyst Intern,Skillzenloop,India,Job,https://in.linkedin.com/jobs/view/junior-data-analyst-intern-at-skillzenloop-4386672274?position=49&pageNum=0&refId=RDXQUJ0S4gzPXsFqKXIv5w%3D%3D&trackingId=frnVUrCSlJvwAyzKxXc4Kg%3D%3D,https://in.linkedin.com/jobs/view/junior-data-analyst-intern-at-skillzenloop-4386672274?position=49&pageNum=0&refId=RDXQUJ0S4gzPXsFqKXIv5w%3D%3D&trackingId=frnVUrCSlJvwAyzKxXc4Kg%3D%3D,LinkedIn,6,2026-03-23,4 hours ago,2026-03-23,19:48:34,hourly,24h,2026-03-23 19:59,,
Data Analyst Intern,Zenithbyte,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-at-zenithbyte-4388949502?position=13&pageNum=0&refId=PV%2FxFNh9Zdbv07CSTQB0jA%3D%3D&trackingId=UXzO%2BTRGVFqdAX3GPRe%2BkA%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-zenithbyte-4388949502?position=13&pageNum=0&refId=PV%2FxFNh9Zdbv07CSTQB0jA%3D%3D&trackingId=UXzO%2BTRGVFqdAX3GPRe%2BkA%3D%3D,LinkedIn,5,2026-03-23,13 minutes ago,2026-03-23,19:48:34,hourly,24h,2026-03-23 19:59,,
Data Analyst Intern,Inficore Soft,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-at-inficore-soft-4388674802?position=59&pageNum=0&refId=RDXQUJ0S4gzPXsFqKXIv5w%3D%3D&trackingId=5v0qoPHK8MscSb5FHt67%2BQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-inficore-soft-4388674802?position=59&pageNum=0&refId=RDXQUJ0S4gzPXsFqKXIv5w%3D%3D&trackingId=5v0qoPHK8MscSb5FHt67%2BQ%3D%3D,LinkedIn,5,2026-03-23,9 hours ago,2026-03-23,19:48:34,hourly,24h,2026-03-23 19:59,,
Data Analyst Intern,Webs X UM,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-x-um-4389091206?position=15&pageNum=0&refId=PV%2FxFNh9Zdbv07CSTQB0jA%3D%3D&trackingId=Im8SI3Rckj%2BFBXa5bCW9Fg%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-x-um-4389091206?position=15&pageNum=0&refId=PV%2FxFNh9Zdbv07CSTQB0jA%3D%3D&trackingId=Im8SI3Rckj%2BFBXa5bCW9Fg%3D%3D,LinkedIn,5,2026-03-23,1 hour ago,2026-03-23,19:48:34,hourly,24h,2026-03-23 19:59,,
"Data Analyst Intern (Excel, SQL, Power BI)",Wake Up Whistle,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-wake-up-whistle-4388698527?position=32&pageNum=0&refId=RDXQUJ0S4gzPXsFqKXIv5w%3D%3D&trackingId=Y1d%2B8GFdq8m8M2Uehdd%2BGg%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-wake-up-whistle-4388698527?position=32&pageNum=0&refId=RDXQUJ0S4gzPXsFqKXIv5w%3D%3D&trackingId=Y1d%2B8GFdq8m8M2Uehdd%2BGg%3D%3D,LinkedIn,5,2026-03-23,5 hours ago,2026-03-23,19:48:34,hourly,24h,2026-03-23 19:59,,
"Data Analyst Intern (Excel, SQL, Power BI)",ArGo Intern,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-argo-intern-4388699511?position=38&pageNum=0&refId=RDXQUJ0S4gzPXsFqKXIv5w%3D%3D&trackingId=FeYkewiCmh913oZyInd0OA%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-argo-intern-4388699511?position=38&pageNum=0&refId=RDXQUJ0S4gzPXsFqKXIv5w%3D%3D&trackingId=FeYkewiCmh913oZyInd0OA%3D%3D,LinkedIn,5,2026-03-23,5 hours ago,2026-03-23,19:48:34,hourly,24h,2026-03-23 19:59,,
Junior Business Analyst,Drona Pay Private Limited,Mumbai,Job,https://internshala.com/job/detail/fresher-junior-business-analyst-job-in-mumbai-at-drona-pay-private-limited1773723555,https://internshala.com/job/detail/fresher-junior-business-analyst-job-in-mumbai-at-drona-pay-private-limited1773723555,Internshala - Job,4,,6 days ago,2026-03-23,19:50:28,hourly,24h,2026-03-23 19:59,,
Junior Data Analyst,DataVinci Private Limited,Work from home,Job,https://internshala.com/job/detail/fresher-remote-junior-data-analyst-job-at-datavinci-private-limited1772696243,https://internshala.com/job/detail/fresher-remote-junior-data-analyst-job-at-datavinci-private-limited1772696243,Internshala - Job,4,,2 weeks ago,2026-03-23,19:50:28,hourly,24h,2026-03-23 19:59,,
Business Analyst,ViralChilly,Jaipur,Internship,https://internshala.com/internship/detail/business-analyst-internship-in-jaipur-at-viralchilly1774071602,https://internshala.com/internship/detail/business-analyst-internship-in-jaipur-at-viralchilly1774071602,Internshala - Internship,3,,2 days ago,2026-03-23,19:50:28,hourly,24h,2026-03-23 19:59,,
